,user,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
16561,1410965,15,4,5,6,9,0,0,4,15,0,0,5,0,0
16562,1988437,0,8,0,0,0,9,0,10,0,0,0,0,0,0
16563,1643714,14,11,4,19,5,0,0,8,14,0,10,0,0,0
16564,1609981,0,0,3,0,0,0,0,0,0,0,0,0,0,0
16565,1574570,4,7,3,3,0,0,0,17,4,0,0,0,0,0
16566,1173836,9,10,0,3,0,4,0,3,9,0,0,3,0,0
16567,1815397,0,0,0,0,0,12,0,3,4,0,3,5,0,0
16568,526517,30,0,0,14,0,0,0,0,30,0,5,4,0,0
16569,543757,14,0,0,5,0,0,0,7,14,0,0,0,0,0
16570,1338491,4,0,4,0,5,0,0,5,4,0,0,5,0,5
16571,514806,31,9,0,5,0,5,0,4,31,0,0,0,0,0
16572,1313828,9,7,0,8,0,0,0,7,9,0,3,0,0,0
16573,1001695,4,14,0,15,0,11,0,7,0,0,0,0,0,0
16574,1295614,11,0,7,0,0,5,0,10,7,0,0,0,0,0
16575,551659,3,0,5,5,0,0,0,9,3,0,3,0,0,0
16576,567690,24,0,0,6,0,0,0,0,20,0,0,0,0,0
16577,2058680,0,14,3,9,0,0,0,8,0,0,0,3,3,0
16578,1586224,0,16,3,8,0,5,0,3,0,0,0,4,0,0
16579,1113053,0,0,12,0,5,0,0,0,0,0,0,12,0,9
16580,1308486,21,5,0,0,0,0,0,8,21,0,0,0,0,0
16581,1105997,0,0,4,0,0,0,0,0,0,0,0,0,0,0
16582,507499,0,0,0,0,0,4,0,4,0,0,0,0,0,0
16583,245771,0,0,4,0,0,0,0,0,0,0,0,0,0,0
16584,1382235,0,17,0,10,0,3,0,15,0,0,0,5,0,5
16585,1595532,0,10,0,3,0,11,0,4,0,5,0,10,0,5
16586,1424738,27,0,0,5,0,5,0,0,27,0,0,0,0,0
16587,708229,26,3,0,11,0,0,0,0,26,0,0,0,0,0
16588,1104979,0,10,11,0,4,5,0,5,0,0,0,4,0,8
16589,767869,13,0,13,5,7,0,0,5,13,0,0,8,0,0
16590,1044994,20,0,3,5,0,0,0,11,17,0,0,7,0,7
16591,512172,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16592,549093,23,0,4,7,0,0,0,3,23,0,0,0,0,0
16593,959402,5,0,9,4,8,0,0,0,5,0,0,10,0,5
16594,532412,21,0,0,14,0,5,0,25,18,0,8,0,0,0
16595,1013645,5,0,0,5,0,0,0,0,5,0,0,19,14,0
16596,1712643,0,0,11,0,16,0,0,0,0,0,0,12,0,0
16597,1092701,4,3,13,4,13,0,0,3,4,0,0,12,0,4
16598,1401736,0,12,0,8,0,0,0,12,0,0,0,0,0,0
16599,2006724,0,9,0,4,0,0,0,18,0,0,0,0,0,0
16600,1637212,0,8,6,4,0,18,0,8,0,3,0,3,0,0
16601,924622,14,8,22,4,7,8,0,8,14,0,0,7,3,0
16602,772604,0,0,4,0,0,0,0,0,0,0,0,0,0,0
16603,936921,5,4,0,3,0,0,0,9,5,0,0,6,6,0
16604,1758093,0,18,0,13,0,18,0,14,0,0,0,0,0,0
16605,373466,15,0,0,19,0,9,0,0,15,0,4,0,0,0
16606,1373791,3,6,3,3,3,0,0,8,3,4,0,3,3,0
16607,223676,41,0,0,3,5,0,0,0,40,0,0,7,0,0
16608,1062761,5,5,6,0,8,5,0,0,5,0,0,5,0,12
16609,484715,0,0,0,0,0,3,0,0,0,0,0,0,0,0
16610,536180,18,0,0,3,0,0,0,0,18,0,0,0,0,0
16611,536051,32,3,0,12,0,12,0,8,40,0,8,0,0,0
16612,531405,7,0,0,3,0,0,0,3,7,0,4,4,0,0
16613,495511,26,4,0,13,0,9,0,7,16,0,3,0,0,0
16614,1462674,3,0,0,0,0,0,0,16,3,0,3,0,0,0
16615,941366,14,0,0,0,0,0,0,0,14,4,0,0,0,0
16616,1511607,11,0,7,3,13,0,0,0,11,0,0,33,13,0
16617,1635620,0,11,0,5,0,3,0,10,0,0,0,0,0,0
16618,578451,32,9,0,14,0,10,0,12,40,0,0,11,0,0
16619,1373837,0,6,0,3,5,0,0,15,0,0,0,0,0,0
16620,445482,0,16,13,8,12,10,0,8,0,0,0,8,0,0
16621,948958,6,14,0,9,0,12,0,13,3,0,0,0,0,0
16622,1911398,3,12,0,5,0,4,0,6,0,0,0,4,0,4
16623,1625985,18,5,8,4,0,5,0,15,13,0,0,3,0,0
16624,581036,5,8,0,0,0,5,0,18,5,0,0,0,0,0
16625,1453958,5,9,0,3,0,4,0,8,5,0,0,0,0,0
16626,1277943,16,0,12,5,8,4,0,3,16,0,0,8,0,3
16627,767025,9,7,0,4,0,4,0,3,9,0,0,0,0,0
16628,731748,12,0,6,8,0,7,0,8,9,0,0,0,0,0
16629,755441,0,7,0,6,0,0,0,11,0,0,0,0,0,0
16630,933549,19,4,0,13,0,5,0,17,14,0,17,5,0,5
16631,919946,18,0,4,9,0,3,0,0,18,0,0,0,0,0
16632,1444524,16,0,0,0,0,0,0,3,16,0,0,0,0,0
16633,1616456,0,11,0,5,0,3,0,12,0,0,4,0,0,5
16634,370925,0,4,0,9,0,0,0,12,0,0,14,0,0,0
16635,1200482,3,8,0,0,0,5,0,15,0,0,0,0,0,0
16636,1379991,13,3,0,4,0,3,0,0,9,0,0,3,0,0
16637,898477,9,4,0,0,0,8,0,0,9,0,4,3,0,3
16638,568421,31,3,0,10,0,3,0,7,26,0,8,5,0,0
16639,1860601,0,0,3,0,0,0,0,0,0,0,0,0,0,0
16640,1764974,0,14,0,9,0,10,0,8,0,0,0,0,0,0
16641,1044879,25,0,0,17,0,4,0,9,20,0,23,5,0,0
16642,1169743,15,0,0,4,0,0,0,4,20,0,0,8,0,0
16643,723941,18,7,9,12,0,0,0,21,13,0,5,3,0,3
16644,1076806,0,15,0,11,3,10,0,19,0,3,12,0,0,0
16645,2042834,0,9,9,9,4,0,0,0,0,0,0,4,4,0
16646,1388315,0,14,0,9,4,4,0,5,0,0,4,3,3,0
16647,885222,9,16,10,22,5,10,0,15,9,0,3,5,0,5
16648,935829,16,0,9,3,8,0,0,3,11,0,0,0,0,0
16649,578291,5,5,0,0,0,5,0,20,5,0,3,0,0,0
16650,593080,7,6,0,0,0,3,0,8,3,3,0,0,0,0
16651,1816516,0,0,4,0,0,0,0,4,0,0,0,0,0,0
16652,1340127,23,17,5,14,0,25,0,23,20,4,0,5,0,0
16653,1754208,0,10,0,0,0,8,0,15,0,0,0,3,0,0
16654,1127867,13,3,0,5,0,8,0,0,13,0,0,5,0,0
16655,943416,8,4,0,0,0,4,0,8,4,0,0,4,0,4
16656,589902,8,10,0,0,0,5,0,28,8,0,3,0,0,3
16657,571152,3,3,0,10,0,3,0,11,3,0,0,0,0,0
16658,500228,8,4,0,0,0,9,0,9,8,0,0,0,0,0
16659,1553594,0,0,0,0,0,4,0,0,0,0,0,0,0,0
16660,1482240,5,12,0,8,0,0,0,8,5,0,0,0,0,0
16661,1514214,0,5,0,0,0,0,0,21,0,0,5,0,0,0
16662,1542992,18,0,0,13,0,4,0,8,13,0,0,0,0,0
16663,1448923,9,0,28,0,13,0,0,0,4,0,0,18,5,3
16664,1897367,0,8,0,8,0,8,0,9,0,0,4,0,0,0
16665,1348370,0,12,0,5,0,4,0,6,0,5,0,0,0,0
16666,1472511,5,18,0,8,0,5,0,15,5,0,0,0,0,0
16667,356145,31,0,0,9,0,0,0,9,28,0,0,4,0,0
16668,1753100,0,0,5,0,0,0,0,0,0,0,0,0,0,0
16669,2018136,0,20,0,10,0,10,0,5,0,0,0,0,0,0
16670,189131,27,13,0,12,0,16,0,9,32,0,0,0,0,0
16671,1775908,9,8,0,8,0,0,0,15,9,0,0,0,0,0
16672,704960,11,3,0,3,0,0,0,7,11,0,0,0,0,0
16673,1765171,0,0,0,0,0,0,0,0,0,0,0,23,14,0
16674,1384884,0,0,0,0,0,0,0,5,0,0,0,0,0,0
16675,595833,13,0,0,0,0,6,0,12,13,0,3,0,0,0
16676,2082135,0,9,5,0,0,8,0,12,0,0,4,0,0,0
16677,1105291,0,0,4,0,0,0,0,0,0,0,0,0,0,0
16678,1349419,5,17,10,14,5,13,0,14,0,0,0,9,0,4
16679,968390,10,0,0,7,0,5,0,8,5,0,0,5,5,0
16680,1739994,3,0,8,0,0,0,0,13,0,0,0,0,0,0
16681,902292,8,0,11,3,3,0,0,0,8,5,0,3,0,8
16682,545230,11,5,0,3,0,9,0,12,11,0,0,0,0,0
16683,1156656,12,14,21,13,9,3,0,4,12,0,0,25,13,11
16684,1057413,0,0,16,0,13,0,0,0,0,0,0,12,0,4
16685,665280,15,0,0,6,0,3,0,0,18,0,0,0,0,0
16686,1483633,0,0,4,0,0,0,0,0,0,0,0,0,0,0
16687,1151198,0,5,0,5,0,0,0,12,0,5,0,0,0,0
16688,744378,12,4,0,9,0,4,0,11,12,4,0,5,0,5
16689,1552486,0,8,0,0,0,4,0,14,0,3,0,0,0,5
16690,1819462,30,0,0,9,0,3,0,0,33,0,0,0,0,0
16691,988288,0,10,12,0,7,5,0,5,0,0,0,5,0,0
16692,1183910,3,7,0,3,4,3,0,4,3,0,0,0,0,0
16693,1052638,15,5,0,15,0,0,0,14,5,0,9,0,0,0
16694,1178495,9,8,0,5,0,0,0,13,4,0,0,5,0,0
16695,1539104,13,5,0,5,0,0,0,5,5,0,0,0,0,0
16696,1316047,0,18,0,10,0,9,0,8,0,0,0,0,0,0
16697,366157,22,0,0,4,0,0,0,4,17,0,9,0,0,0
16698,561919,0,0,0,0,0,0,0,0,0,5,0,0,0,0
16699,1337320,4,14,0,7,0,7,0,12,0,0,0,0,0,0
16700,1453474,0,14,0,6,0,9,0,3,0,0,0,0,0,3
16701,1298557,0,17,0,14,0,3,0,17,0,0,0,0,0,0
16702,1455701,3,0,5,3,7,0,0,0,3,0,0,9,0,4
16703,781743,0,0,0,0,0,5,0,5,0,0,0,0,0,0
16704,612799,29,14,0,18,0,0,0,17,29,0,0,4,0,0
16705,1029922,0,0,0,0,0,3,0,3,0,0,0,0,0,0
16706,1441326,0,0,0,0,0,5,0,0,0,0,0,0,0,0
16707,724039,0,0,0,0,0,0,0,0,0,3,0,0,0,0
16708,435712,4,0,0,0,0,0,0,0,4,0,0,0,0,0
16709,1174438,0,12,0,8,0,0,0,9,0,3,0,0,0,0
16710,1493386,8,11,0,13,0,13,0,3,8,0,0,0,0,0
16711,1354604,5,8,0,3,0,0,0,12,5,0,0,0,0,0
16712,435735,4,0,0,0,0,0,0,0,4,0,0,0,0,0
16713,965372,3,3,9,0,8,0,0,8,3,0,0,0,0,0
16714,1487544,5,14,0,12,0,3,0,18,0,0,0,0,0,0
16715,1343816,0,5,4,0,8,3,0,8,0,4,0,5,0,5
16716,152320,17,3,8,21,0,8,0,3,13,0,0,4,0,5
16717,1207884,4,13,4,5,0,3,0,5,4,0,0,0,0,0
16718,795410,3,0,5,9,0,3,0,14,3,0,0,0,0,0
16719,1125715,0,16,0,8,0,17,0,4,0,0,0,0,0,0
16720,672961,9,17,0,15,0,10,0,18,4,0,6,0,0,0
16721,1094087,6,14,0,12,0,0,0,11,0,0,0,0,0,0
16722,1751964,0,13,0,5,0,12,0,3,0,4,0,3,0,0
16723,1015864,0,0,0,0,0,0,0,0,0,0,0,30,13,0
16724,1450421,7,0,11,0,6,0,0,0,4,0,0,13,0,8
16725,262935,16,0,0,8,0,5,0,0,17,0,0,8,0,0
16726,691370,15,14,0,19,0,14,0,26,10,0,5,0,0,0
16727,1102390,0,10,0,3,5,14,0,3,0,0,0,0,0,0
16728,758857,16,5,4,9,0,0,0,9,16,0,0,6,3,4
16729,620104,7,4,0,0,0,0,0,19,7,0,5,0,0,0
16730,1134321,10,0,3,0,8,0,0,0,10,0,0,4,0,7
16731,1056163,4,3,3,3,0,0,0,6,4,0,0,5,0,5
16732,1024186,10,5,12,4,4,5,0,13,7,3,0,0,0,0
16733,504353,15,0,0,0,0,7,0,13,16,0,8,0,0,0
16734,1187359,9,8,3,0,4,9,0,3,5,0,0,5,0,8
16735,980711,8,8,0,7,0,3,0,18,4,0,10,0,0,0
16736,979642,0,0,0,0,0,4,0,4,0,0,0,0,0,0
16737,1361088,15,16,0,8,0,8,0,20,5,0,0,0,0,0
16738,1983426,5,3,17,0,3,8,0,0,0,0,0,5,5,0
16739,1288526,3,0,10,0,4,0,0,10,3,0,0,6,0,3
16740,1771893,0,12,0,8,0,0,0,16,0,0,0,0,0,0
16741,481075,0,0,0,0,0,0,0,5,0,0,0,0,0,0
16742,722009,0,0,0,0,0,0,0,0,0,3,0,0,0,0
16743,318522,5,0,0,3,0,8,0,5,3,0,0,5,0,0
16744,751027,18,0,3,9,0,8,0,10,13,5,0,3,0,8
16745,1085015,0,7,0,8,0,0,0,8,0,3,5,0,0,0
16746,1375912,4,8,0,3,3,3,0,17,0,0,0,0,0,0
16747,1128878,8,0,3,10,0,0,0,5,8,5,0,0,0,0
16748,1173502,16,17,7,12,0,12,0,17,11,0,3,4,0,8
16749,150419,0,10,0,9,0,9,0,6,0,0,0,5,0,5
16750,616825,24,0,0,10,0,5,0,5,20,0,0,7,0,0
16751,435034,7,0,0,0,0,0,0,0,7,0,0,0,0,0
16752,1808034,0,3,11,0,4,0,0,8,0,0,0,0,0,0
16753,1661976,18,5,0,5,0,0,0,3,18,0,0,0,0,0
16754,680977,15,0,0,4,0,0,0,11,7,0,13,0,0,0
16755,1511256,4,0,0,0,0,0,0,6,0,4,0,5,0,8
16756,1268990,0,16,0,13,0,9,0,20,0,0,4,0,0,0
16757,1653877,10,7,8,4,0,7,0,12,10,0,0,4,0,4
16758,697316,13,0,4,4,0,0,0,3,13,0,0,0,0,0
16759,1650175,0,0,3,0,0,0,0,0,0,0,0,0,0,0
16760,784214,3,11,0,3,0,7,0,13,3,0,0,5,0,5
16761,761071,3,9,13,0,6,14,0,4,3,4,0,0,0,0
16762,754691,16,5,0,5,0,0,0,0,16,0,0,0,0,3
16763,1117034,0,0,18,0,5,0,0,0,0,0,0,7,4,3
16764,253052,5,0,0,5,0,0,0,3,5,0,0,0,0,0
16765,1208533,9,0,5,9,7,0,0,0,9,0,0,3,0,0
16766,1217002,0,7,0,3,0,0,0,17,0,0,0,0,0,0
16767,1690389,0,8,3,0,0,4,0,9,0,4,0,4,0,4
16768,1373659,0,13,0,5,0,4,0,10,0,0,0,0,0,0
16769,1107774,3,9,13,0,7,5,0,4,3,0,0,5,0,0
16770,748869,4,4,17,0,13,0,0,14,4,0,0,8,0,0
16771,1897583,0,3,4,0,0,9,0,14,0,0,0,0,0,0
16772,1011219,8,11,8,3,0,6,0,12,3,0,0,5,0,8
16773,1691846,3,16,0,9,0,3,0,9,0,0,0,0,0,0
16774,1553654,15,13,9,9,9,0,0,9,12,0,0,0,0,0
16775,1230168,31,13,0,24,0,5,0,9,40,0,3,0,0,0
16776,1271511,0,18,3,14,0,16,0,20,0,5,0,3,0,0
16777,1083558,8,5,0,13,0,4,0,0,5,0,0,8,0,5
16778,543321,33,3,0,18,0,12,0,10,25,0,5,11,0,0
16779,881045,0,8,0,4,0,0,0,11,0,0,0,3,0,3
16780,1315709,9,5,15,0,10,0,0,10,5,0,0,14,0,7
16781,1080688,8,0,19,4,13,0,0,0,8,0,0,14,0,4
16782,508048,0,0,0,0,0,0,0,3,0,0,0,0,0,0
16783,1732984,3,7,0,4,0,0,0,13,0,3,0,0,0,0
16784,1496306,18,16,6,12,0,28,0,20,13,4,4,0,0,0
16785,1101622,0,17,0,9,0,9,0,6,0,0,0,0,0,0
16786,1832520,0,0,10,0,13,9,0,3,0,0,0,10,0,0
16787,1053398,13,0,5,0,0,0,0,0,13,0,0,7,0,12
16788,587792,20,3,0,8,0,3,0,18,17,0,4,0,0,0
16789,882831,16,9,3,8,0,0,0,17,13,0,0,5,0,5
16790,1217219,0,18,0,13,0,7,0,7,0,0,6,0,0,0
16791,725401,0,0,22,0,13,0,0,7,0,5,4,8,0,0
16792,1218818,0,0,19,0,14,0,0,4,0,0,0,8,0,0
16793,1914991,22,5,9,5,0,5,0,10,18,0,0,33,10,0
16794,348849,0,0,0,0,0,7,0,9,0,0,0,0,0,0
16795,1642318,9,16,0,20,0,11,0,21,9,0,0,0,0,0
16796,1310648,5,8,6,4,0,0,0,4,5,0,0,3,0,6
16797,920364,0,5,13,4,0,8,0,9,0,0,0,0,0,0
16798,1165193,3,4,10,0,0,0,0,4,3,0,0,4,0,9
16799,1339730,0,10,0,9,0,0,0,8,0,0,7,0,0,0
16800,1587927,0,13,0,4,0,8,0,9,0,0,0,0,0,0
16801,1012991,26,17,3,14,3,9,0,16,30,0,0,3,0,0
16802,1247145,0,0,16,0,12,0,0,0,0,0,0,8,0,0
16803,1468930,0,0,0,5,0,0,0,3,0,4,0,8,0,8
16804,1328895,3,13,13,14,0,7,0,6,3,5,3,3,0,5
16805,721257,8,3,0,3,0,0,0,5,8,0,0,5,0,0
16806,766735,5,15,0,9,0,5,0,26,5,4,3,0,0,0
16807,720301,12,3,0,4,0,0,0,3,12,0,0,5,0,0
16808,1355657,0,17,0,7,0,5,0,5,0,3,0,0,0,0
16809,1297993,10,9,0,4,0,0,0,13,10,0,0,0,0,0
16810,1303221,0,0,14,0,8,0,0,0,0,0,0,0,0,0
16811,1576100,0,0,3,0,0,0,0,0,0,0,0,0,0,0
16812,1929231,17,5,0,5,0,0,0,9,13,0,0,0,0,0
16813,1798569,0,12,0,5,3,12,0,16,0,0,0,0,0,0
16814,635747,33,5,0,5,0,0,0,5,37,0,0,4,0,0
16815,1011472,0,11,0,5,0,12,0,3,0,5,0,0,0,0
16816,1691635,0,3,7,0,5,0,0,3,0,0,0,8,0,12
16817,559777,31,0,0,17,0,3,0,0,38,0,4,0,0,0
16818,1876225,22,3,8,3,8,0,0,16,12,0,0,0,0,0
16819,735180,7,0,0,0,3,0,0,3,4,0,0,3,0,3
16820,938748,8,4,0,0,4,0,0,4,8,0,0,5,0,5
16821,1494521,19,4,0,11,0,0,0,12,19,0,10,0,0,0
16822,1484511,0,0,3,0,0,4,0,13,0,0,0,0,0,0
16823,635947,40,3,4,25,0,32,0,28,44,0,14,3,0,0
16824,897422,19,9,5,9,0,0,0,9,13,0,7,4,0,4
16825,783834,18,0,8,12,0,0,0,4,18,0,0,0,0,5
16826,1288100,0,0,4,0,0,0,0,3,0,0,0,8,0,16
16827,539916,28,4,0,11,0,11,0,12,28,0,0,0,0,0
16828,1376317,19,14,3,12,5,3,0,3,19,0,0,0,0,3
16829,1527037,29,17,3,23,4,25,0,23,18,0,9,10,0,4
16830,1623085,0,15,4,8,3,9,0,3,0,0,0,0,0,0
16831,245399,10,3,0,12,0,0,0,21,3,0,5,0,0,0
16832,1571219,6,4,0,0,0,14,0,0,6,0,0,3,3,0
16833,2081650,0,4,3,0,0,0,0,27,0,0,0,0,0,0
16834,927448,4,0,5,4,8,0,0,3,0,5,0,5,0,5
16835,418401,7,4,0,3,4,0,0,13,7,0,0,0,0,0
16836,1140678,4,0,0,5,0,0,0,14,0,0,12,0,0,0
16837,1137832,0,7,0,0,0,4,0,3,0,5,0,8,0,8
16838,1718600,13,0,10,7,0,0,0,0,13,3,0,0,0,3
16839,1139941,9,10,5,12,5,4,0,13,5,0,0,0,0,0
16840,1269141,0,8,0,3,0,0,0,17,0,0,0,0,0,0
16841,783320,15,0,0,4,0,9,0,22,8,0,16,0,0,0
16842,1664981,0,0,5,0,0,0,0,0,0,0,0,0,0,0
16843,714463,30,4,0,9,0,0,0,8,30,0,0,0,0,0
16844,1596696,0,0,0,0,0,4,0,0,0,0,0,0,0,0
16845,1284076,0,11,0,8,0,0,0,16,0,0,0,0,0,0
16846,876300,0,0,0,0,0,4,0,16,0,0,8,0,0,0
16847,1093818,0,16,10,8,0,5,0,11,0,0,0,5,0,0
16848,1351020,5,9,0,0,4,7,0,5,5,0,0,0,0,0
16849,881978,17,19,17,10,5,4,0,17,7,5,0,5,0,14
16850,580850,3,0,24,4,15,0,0,4,3,0,0,13,0,5
16851,1991091,3,0,0,7,0,0,0,13,0,0,0,0,0,0
16852,1771106,12,0,3,3,0,0,0,0,12,0,0,5,0,8
16853,782006,14,0,13,10,13,0,0,0,10,0,0,4,4,0
16854,771746,8,0,0,0,0,0,0,14,3,0,0,0,0,0
16855,782987,24,0,0,11,0,0,0,0,25,0,0,9,0,0
16856,472668,0,0,0,0,0,0,0,0,0,4,0,0,0,0
16857,1355994,3,0,0,3,0,4,0,7,0,0,0,5,0,5
16858,2018980,3,7,0,0,0,13,0,4,0,0,0,0,0,0
16859,932294,7,7,0,8,0,0,0,4,7,0,0,0,0,0
16860,1825897,0,4,5,0,0,0,0,14,0,0,0,0,0,0
16861,1026196,3,0,0,0,0,4,0,13,0,5,0,0,0,0
16862,545196,9,6,16,6,11,0,0,7,9,0,0,15,4,0
16863,320103,5,0,5,10,0,8,0,4,5,0,0,5,0,0
16864,1408193,0,0,0,4,0,0,0,13,0,5,0,0,0,0
16865,454843,0,0,0,0,0,0,0,0,0,3,0,0,0,0
16866,1300520,0,11,0,11,4,0,0,4,0,0,0,0,0,0
16867,348461,4,12,0,9,5,6,0,12,0,0,0,0,0,0
16868,1024944,20,0,0,4,0,0,0,3,20,0,0,0,0,0
16869,1465877,14,0,12,0,10,0,0,0,10,0,0,13,0,0
16870,680251,8,12,7,8,8,12,0,5,8,0,0,5,0,5
16871,1150288,3,12,0,10,0,8,0,4,3,0,0,0,0,0
16872,1153233,0,17,6,9,9,4,0,4,0,3,0,3,0,0
16873,481990,10,0,0,8,0,3,0,14,10,0,0,0,0,0
16874,1561777,0,17,0,7,5,5,0,9,0,0,4,0,0,0
16875,1801790,7,16,5,7,0,10,0,16,0,0,0,0,0,0
16876,710572,7,5,7,6,5,0,0,13,3,4,0,7,0,3
16877,510106,0,0,0,0,0,0,0,4,0,0,0,0,0,0
16878,1010974,10,3,7,4,0,4,0,3,10,0,0,0,0,0
16879,1403485,14,12,0,12,0,4,0,5,9,0,0,0,0,0
16880,1467170,0,17,0,11,0,16,0,20,0,0,0,0,0,0
16881,782748,4,0,8,4,0,0,0,11,0,3,0,0,0,0
16882,1239962,8,4,0,0,0,8,0,0,8,0,0,5,0,5
16883,778778,3,4,0,0,0,8,0,10,3,0,0,0,0,0
16884,1354803,0,5,8,0,10,0,0,14,0,0,0,0,0,0
16885,421105,0,14,0,13,0,5,0,23,0,0,4,0,0,0
16886,990020,11,0,0,0,0,0,0,8,11,0,0,0,0,0
16887,1098402,0,16,11,7,4,8,0,4,0,0,3,8,0,5
16888,1869535,3,10,3,0,0,9,0,8,0,0,0,3,0,3
16889,1463256,0,14,0,10,3,5,0,3,0,0,0,0,0,0
16890,1303668,12,5,0,7,0,17,0,5,12,0,0,5,0,0
16891,1411590,0,18,0,9,0,7,0,9,0,0,0,3,0,0
16892,1479333,0,15,0,11,0,5,0,3,0,0,0,0,0,0
16893,407320,15,0,0,3,0,0,0,0,15,4,0,0,0,0
16894,1806145,0,12,8,3,0,4,0,5,0,0,0,3,0,6
16895,1665610,7,8,9,0,3,14,0,8,3,4,0,4,0,4
16896,1055923,4,12,0,3,0,5,0,4,4,0,0,4,0,0
16897,1449197,4,10,0,9,0,0,0,18,4,0,0,0,0,0
16898,1977857,23,0,0,7,0,0,0,4,23,0,0,6,0,6
16899,1805668,6,18,3,9,0,12,0,8,3,0,0,0,0,0
16900,1188137,6,0,0,5,0,0,0,11,3,0,0,0,0,0
16901,1509220,4,9,0,5,0,10,0,8,4,0,0,0,0,0
16902,141624,5,11,0,3,0,8,0,11,0,0,3,0,0,0
16903,207227,3,0,0,3,0,0,0,3,3,0,0,0,0,0
16904,1386740,17,9,0,8,4,7,0,10,17,0,0,3,0,0
16905,1801288,11,8,0,8,0,8,0,4,11,0,4,0,0,0
16906,1226224,8,0,0,9,0,5,0,17,0,0,0,0,0,0
16907,1110506,4,3,3,0,0,0,0,3,4,4,0,8,5,6
16908,1280044,3,0,4,3,0,5,0,8,3,0,0,0,0,0
16909,2017753,26,7,0,16,0,5,0,11,23,0,13,0,0,0
16910,1131455,8,0,8,0,0,0,0,5,8,0,0,0,0,0
16911,1304456,20,0,3,4,0,0,0,0,20,0,0,0,0,0
16912,1302305,8,0,0,3,0,0,0,12,8,0,0,0,0,0
16913,677018,22,0,5,11,0,4,0,4,19,0,0,0,0,0
16914,1216944,0,0,21,0,12,0,0,3,0,0,0,7,0,0
16915,1529363,11,5,5,8,0,0,0,22,3,0,3,0,0,0
16916,238088,12,3,0,11,0,0,0,0,8,0,0,9,0,0
16917,362648,0,0,0,0,0,5,0,5,0,0,0,0,0,0
16918,580489,17,0,0,4,0,3,0,3,13,0,0,0,0,0
16919,1800045,0,0,0,0,0,4,0,0,0,0,0,0,0,0
16920,1700409,8,0,5,0,4,0,0,4,3,0,0,0,0,0
16921,1483432,13,0,0,5,0,0,0,0,13,5,0,4,0,0
16922,614019,9,0,0,4,0,0,0,18,9,0,5,0,0,0
16923,1444412,0,0,26,0,13,0,0,0,0,0,0,13,5,0
16924,1299458,9,0,18,0,11,0,0,0,9,0,0,11,0,5
16925,786316,5,0,0,3,0,4,0,18,5,0,5,0,0,0
16926,1784982,12,4,0,0,0,9,0,0,12,3,0,0,0,0
16927,1489919,11,0,0,9,0,6,0,0,16,4,0,0,0,0
16928,1355843,0,16,0,8,0,5,0,8,0,0,0,0,0,0
16929,662674,18,0,0,8,0,0,0,0,18,0,0,4,0,0
16930,130256,3,0,0,3,0,18,0,0,5,5,4,0,0,0
16931,1796989,4,0,9,0,0,0,0,3,4,0,0,5,0,5
16932,619017,17,0,0,8,0,13,0,7,12,0,0,0,0,5
16933,1133933,5,0,0,7,0,3,0,18,0,0,0,0,0,0
16934,1223143,0,0,16,0,0,0,0,0,0,0,0,3,0,8
16935,1099062,0,12,5,8,0,0,0,4,0,4,0,3,0,8
16936,916843,14,0,0,3,0,0,0,0,14,0,0,4,0,0
16937,785729,3,4,0,9,0,3,0,0,0,0,3,5,0,0
16938,758693,0,11,0,8,0,0,0,17,0,0,0,0,0,0
16939,1376022,28,8,8,15,0,21,0,13,28,0,12,9,4,9
16940,614995,8,0,0,0,0,0,0,17,3,0,3,0,0,0
16941,334149,41,9,0,25,0,13,0,13,28,0,5,14,0,0
16942,1527602,3,5,0,5,0,14,0,9,0,0,5,0,0,0
16943,613648,8,8,0,5,0,0,0,6,8,0,0,0,0,0
16944,434906,3,0,0,0,0,0,0,0,3,0,0,0,0,0
16945,1169728,0,18,0,12,0,9,0,19,0,0,0,0,0,0
16946,1032181,0,0,5,0,0,0,0,13,0,0,0,5,0,5
16947,1411534,13,3,0,0,0,0,0,8,13,0,0,0,0,0
16948,1632946,0,5,4,9,0,0,0,3,0,0,7,4,0,13
16949,1044182,7,3,0,0,0,0,0,8,7,0,5,4,0,4
16950,1159668,8,10,4,7,0,8,0,13,8,0,0,0,0,0
16951,734265,9,5,9,9,0,0,0,9,9,4,0,5,0,8
16952,1274188,0,0,20,0,13,0,0,0,0,0,0,12,0,4
16953,567967,4,19,0,10,0,10,0,4,4,3,0,0,0,0
16954,1242036,10,14,5,12,0,14,0,21,0,0,0,0,0,0
16955,1018770,8,5,0,0,0,0,0,14,8,0,5,5,0,5
16956,1804655,0,19,0,14,0,9,0,13,0,0,9,0,0,0
16957,1049909,17,8,0,11,0,0,0,5,17,0,4,0,0,0
16958,684753,16,15,20,18,15,13,0,16,16,0,8,7,0,0
16959,313740,0,0,0,0,0,3,0,3,0,0,0,0,0,0
16960,894504,4,4,0,5,0,0,0,8,4,0,0,0,0,4
16961,1240342,0,0,14,0,12,0,0,3,0,0,0,6,0,0
16962,1042982,13,0,13,0,5,0,0,5,8,0,0,0,0,0
